iter	Logloss
508	0.3481185518
509	0.3480301785
510	0.3479549941
511	0.3478620731
512	0.3477274661
513	0.3476568184
514	0.3475323357
515	0.3473918548
516	0.3473274107
517	0.3472752199
518	0.3471992764
519	0.3471226182
520	0.3469378201
521	0.3468466605
522	0.3467529929
523	0.3466903159
524	0.3465138069
525	0.3463838364
526	0.3462482197
527	0.3461765511
528	0.3460877557
529	0.3459349133
530	0.3458538082
531	0.3457339754
532	0.3456523396
533	0.3455765792
534	0.3454921926
535	0.3453611684
536	0.345298992
537	0.3452012532
538	0.3450288979
539	0.3448618169
540	0.3447740304
541	0.3446601638
542	0.3445790178
543	0.3444412807
544	0.3443830753
545	0.3443388646
546	0.3442561518
547	0.3441482385
548	0.3440290668
549	0.3439823727
550	0.3439009648
551	0.3438049976
552	0.3437021068
553	0.3435521574
554	0.3434493361
555	0.3433830884
556	0.3432998011
557	0.3432473298
558	0.3431261052
559	0.3430442628
560	0.3429740747
561	0.3428120387
562	0.3427316765
563	0.3425910024
564	0.342518083
565	0.3424655225
566	0.3423880782
567	0.3422588294
568	0.3421451592
569	0.342101519
570	0.3419443134
571	0.3418863738
572	0.3418151966
573	0.3417210346
574	0.3415703829
575	0.341492393
576	0.3414260306
577	0.3413622888
578	0.3412282931
579	0.3410842899
580	0.3409389693
581	0.3408365774
582	0.3407442283
583	0.3406339667
584	0.3405354926
585	0.3404643234
586	0.3403596218
587	0.3402559811
588	0.3401193748
589	0.3400419734
590	0.3400020688
591	0.339919569
592	0.3397144299
593	0.3396472908
594	0.3395504435
595	0.3394072095
596	0.3392776041
597	0.3391480451
598	0.3390443393
599	0.3388665205
600	0.3388207133
601	0.3387468573
602	0.3386614754
603	0.3385915127
604	0.3385252387
605	0.3384548396
606	0.3383430216
607	0.3382921108
608	0.3381483715
609	0.3379779178
610	0.3379213846
611	0.337833928
612	0.3376892981
613	0.3375629389
614	0.3375045952
615	0.3374616547
616	0.3373142625
617	0.3372407811
618	0.3370985706
619	0.3369570301
620	0.336831535
621	0.3367858788
622	0.33666838
623	0.3365175957
624	0.3363949655
625	0.3362548938
626	0.3361107989
627	0.3359692889
628	0.3358727229
629	0.3358502717
630	0.3357305058
631	0.3356468967
632	0.3355100538
633	0.3354429438
634	0.3353964793
635	0.3352344369
636	0.335135373
637	0.3350208874
638	0.334892947
639	0.3347939141
640	0.3347301426
641	0.3346751964
642	0.3345457848
643	0.3344324442
644	0.3343522017
645	0.3342902458
646	0.3342162723
647	0.3340877158
648	0.3339525593
649	0.3338231361
650	0.3337489314
651	0.3336185955
652	0.3335160175
653	0.333362173
654	0.3332672951
655	0.3331538311
656	0.3331113977
657	0.3330741063
658	0.3329578811
659	0.332869981
660	0.3328093091
661	0.3327321488
662	0.332615753
663	0.3324915386
664	0.3323382015
665	0.3322443039
666	0.3321288565
667	0.3320492267
668	0.3319314992
669	0.3317755884
670	0.3316546541
671	0.3315573907
672	0.331448076
673	0.3313592301
674	0.3312539194
675	0.3311699827
676	0.3310794274
677	0.3309668413
678	0.3308535288
679	0.3307383247
680	0.3306792204
681	0.330616809
682	0.3305044821
683	0.3304561441
684	0.3304099551
685	0.3302949719
686	0.3302457899
687	0.3301571774
688	0.3300705956
689	0.3300351084
690	0.3299898529
691	0.3299090371
692	0.3298103517
693	0.3297228445
694	0.3296408381
695	0.329492498
696	0.329398983
697	0.3293324978
698	0.3292654743
699	0.329182294
700	0.3290816337
701	0.3290199843
702	0.3288907632
703	0.3288148917
704	0.3287209849
705	0.3286432991
706	0.3285277855
707	0.3284535267
708	0.3283420831
709	0.3282941664
710	0.3282089736
711	0.3280641959
712	0.3279173306
713	0.3278209887
714	0.3277288048
715	0.3277011848
716	0.3276375861
717	0.3275000879
718	0.3274090535
719	0.3273035591
720	0.327235337
721	0.327141036
722	0.3270509805
723	0.3269516097
724	0.3268310151
725	0.3267911619
726	0.3266778062
727	0.3265921236
728	0.326504292
729	0.3264156736
730	0.3263257025
731	0.3262401602
732	0.3261480127
733	0.3260733207
734	0.325986653
735	0.3258887002
736	0.3258235375
737	0.3257568413
738	0.3257140521
739	0.3256542818
740	0.3255619928
741	0.3255167849
742	0.3254497407
743	0.3254009327
744	0.3253029324
745	0.3252202857
746	0.3251098253
747	0.3250010524
748	0.3248731699
749	0.3247857619
750	0.324657703
751	0.3245120768
752	0.3243859197
753	0.3242449655
754	0.3240932782
755	0.3240239996
756	0.3238679724
757	0.3237690417
758	0.3236720558
759	0.3236369284
760	0.3235518573
761	0.3234966989
762	0.3234158624
763	0.3233356403
764	0.323241626
765	0.3231649217
766	0.3230277607
767	0.3229612458
768	0.3228876154
769	0.3227846307
770	0.3226836411
771	0.3225510897
772	0.3224833998
773	0.3223760347
774	0.3222560379
775	0.3221853243
776	0.3220822244
777	0.3220251104
778	0.3219403144
779	0.321822606
780	0.3217553279
781	0.3217013628
782	0.3216145343
783	0.3215139103
784	0.3214361042
785	0.3213220214
786	0.3212738172
787	0.3211364932
788	0.3210393965
789	0.3210040447
790	0.3209217132
791	0.3208666573
792	0.3207781269
793	0.320647501
794	0.3205544469
795	0.3204292057
796	0.3203396205
797	0.3202299367
798	0.3201524686
799	0.3200401996
800	0.3199859541
801	0.3199253662
802	0.3198958212
803	0.3198298081
804	0.3197237466
805	0.3196345763
806	0.3195506966
807	0.3194155726
808	0.3192905481
809	0.3191995557
810	0.3191067957
811	0.3189520853
812	0.3188872395
813	0.3187913964
814	0.3186606734
815	0.3185914937
816	0.3184852579
817	0.3184012759
818	0.318372721
819	0.3182886176
820	0.3181961585
821	0.3181071475
822	0.3180556258
823	0.3179743089
824	0.3178746855
825	0.3177529697
826	0.3176929999
827	0.3175741114
828	0.3174877299
829	0.317381478
830	0.317279329
831	0.3172294955
832	0.3171895472
833	0.3170709805
834	0.31702239
835	0.3169270787
836	0.3168015154
837	0.3167556851
838	0.3166711752
839	0.316586052
840	0.3165370617
841	0.3164692217
842	0.3164218584
843	0.3162908026
844	0.3162319957
845	0.3161754652
846	0.3160435262
847	0.3159551559
848	0.3158921533
849	0.3158373913
850	0.3157604729
851	0.3156715241
852	0.3155495197
853	0.3154791701
854	0.3154313424
855	0.3153220576
856	0.3152571712
857	0.3151758821
858	0.3150922072
859	0.3149593566
860	0.3148426204
861	0.3147975763
862	0.3146971455
863	0.3146257516
864	0.3145761585
865	0.314528452
866	0.3144638932
867	0.3143804047
868	0.3142846769
869	0.3142021357
870	0.3141408938
871	0.314079881
872	0.3139618206
873	0.3138755752
874	0.3137999526
875	0.3137403232
876	0.3136711013
877	0.3135858032
878	0.313545433
879	0.313409172
880	0.313315197
881	0.3132627424
882	0.3131628916
883	0.3131203055
884	0.3130271436
885	0.3128954336
886	0.3128844175
887	0.3127733687
888	0.3127084624
889	0.3125703012
890	0.3124825567
891	0.3123714243
892	0.3122314163
893	0.3121944484
894	0.3121232254
895	0.3120845833
896	0.3119641383
897	0.3118547761
898	0.3117206926
899	0.3116411653
900	0.3115585841
901	0.311477002
902	0.3114265974
903	0.3112961947
904	0.3111823719
905	0.3111042986
906	0.3110295047
907	0.3109547896
908	0.3108574035
909	0.3107783062
910	0.3106717878
911	0.3106029527
912	0.3105247711
913	0.3104090878
914	0.3103053652
915	0.3102043605
916	0.3100739994
917	0.3099959797
918	0.3099392126
919	0.3098980622
920	0.3098344326
921	0.3097339451
922	0.3096887289
923	0.3096250241
924	0.3095625381
925	0.3094376972
926	0.3093781961
927	0.3092562456
928	0.3091973236
929	0.3091670891
930	0.3091232118
931	0.309052276
932	0.3089356981
933	0.3088843188
934	0.3087372739
935	0.3086340472
936	0.3085844366
937	0.3085148004
938	0.3084234808
939	0.30838114
940	0.3083029195
941	0.3082783434
942	0.3081919568
943	0.308091327
944	0.3080419466
945	0.3079847705
946	0.3078826757
947	0.3077881981
948	0.3077462324
949	0.3077091012
950	0.3076917507
951	0.3076190568
952	0.3075436088
953	0.3074338146
954	0.3073380877
955	0.3072755068
956	0.3071708139
957	0.3071093451
958	0.3070894367
959	0.307038607
960	0.3069487034
961	0.3068919052
962	0.3068122644
963	0.306740478
964	0.3066698218
965	0.3065781104
966	0.3065358205
967	0.3064589514
968	0.3063946447
969	0.3062951972
970	0.3062614962
971	0.3062168909
972	0.306160688
973	0.3060668358
974	0.3059885901
975	0.3058797954
976	0.3057754135
977	0.305728383
978	0.3056530878
979	0.305554437
980	0.305490884
981	0.3053813457
982	0.3053424248
983	0.3052927249
984	0.3051789986
985	0.3051002136
986	0.3050019124
987	0.3049346513
988	0.3048740311
989	0.3047803444
990	0.3046726003
991	0.3046025692
992	0.3044816744
993	0.3044289877
994	0.3043918846
995	0.3043281126
996	0.3042741119
997	0.3042229746
998	0.304117651
999	0.3040291529
